,sequence_names,true_vals,pred_vals,Fold
0,>CHR9:19793156-19793356,-0.359230626058147,-0.07577728,0
1,>CHR1:1127175-1127375,-0.23751371784949,-0.07577728,0
2,>CHR10:66555776-66555976,-0.558811259433325,-0.07577728,0
3,>CHR5:101279566-101279766,0.294197508263848,-0.07577728,0
4,>CHR16:20054175-20054375,0.398126342337322,-0.07577728,0
5,>CHR3:133618246-133618446,0.101237196592089,-0.07577728,0
6,>CHR7:68357296-68357496,-0.0850230511100788,-0.07577728,0
7,>CHR7:30291635-30291835,-0.118351391926253,-0.07577728,0
8,>CHR17:45630776-45630976,0.239079025418635,-0.07577728,0
9,>CHRX:86957716-86957916,-0.180790477905627,-0.07577728,0
10,>CHR6:36518515-36518715,-0.226584588435473,-0.07577728,0
11,>CHR4:70790116-70790316,0.207505300377451,-0.07577728,0
12,>CHR17:21431016-21431216,0.290706083432265,-0.07577728,0
13,>CHR20:52415655-52415855,-0.424924436792957,-0.07577728,0
14,>CHR5:159428020-159428220,-0.55717666900918,-0.07577728,0
15,>CHR12:70548955-70549155,0.0224391144185581,-0.07577728,0
16,>CHR2:186815336-186815536,-0.167068352612288,-0.07577728,0
17,>CHR11:110292455-110292655,-0.205953659077054,-0.07577728,0
18,>CHR19:45238276-45238476,-0.000494256831544272,-0.07577728,0
19,>CHR1:200799605-200799805,-0.0375311830244584,-0.07577728,0
20,>CHR11:18617016-18617216,0.267216794469804,-0.07577728,0
21,>CHR12:127685466-127685666,-0.256020700559324,-0.07577728,0
22,>CHR12:98704816-98705016,0.581341626299475,-0.07577728,0
23,>CHR8:10709235-10709435,0.351538217663212,-0.07577728,0
24,>CHR9:125404596-125404796,-0.81445971174952,-0.07577728,0
25,>CHR8:81080805-81081005,0.0845589992715876,-0.07577728,0
26,>CHR11:85336295-85336495,-0.505915268541799,-0.07577728,0
27,>CHR6:140977016-140977216,-0.167520783288368,-0.07577728,0
28,>CHR9:137764615-137764815,-0.329333996439249,-0.07577728,0
29,>CHR19:352035-352235,-0.240950209695245,-0.07577728,0
30,>CHR2:86898826-86899026,1.23898655667085,-0.07577728,0
31,>CHR12:19581236-19581436,-0.0452878427774699,-0.07577728,0
32,>CHR15:22681935-22682135,-0.0619691453474704,-0.07577728,0
33,>CHRX:99979625-99979825,-0.0155441393336681,-0.07577728,0
34,>CHR18:11757860-11758060,1.33279748874795,-0.07577728,0
35,>CHR10:21527936-21528136,0.0440873438360197,-0.07577728,0
36,>CHR5:2011695-2011895,0.555455938108718,-0.07577728,0
37,>CHR7:134157315-134157515,-0.0869688959677976,-0.07577728,0
38,>CHR1:67979496-67979696,0.11855584037297,-0.07577728,0
39,>CHR19:35908215-35908415,0.364469581442238,-0.07577728,0
40,>CHR7:135977135-135977335,-0.171001828615755,-0.07577728,0
41,>CHR8:109212696-109212896,-0.5425191552598,-0.07577728,0
42,>CHR12:19135696-19135896,-0.373411242971182,-0.07577728,0
43,>CHR6:106677946-106678146,-0.571012596644492,-0.07577728,0
44,>CHR6:20729386-20729586,-0.182147142700454,-0.07577728,0
